0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,label
-0.28439534,0.103352875,0.53322685,0.34915227,-0.67954934,1.7353877,0.05900367,0.49465764,-0.2722032,0.77053756,-0.34483486,0.3181824,0.616056,-0.81766963,0.13681234,-0.8641159,0.2878774,-0.52399623,-0.52187777,-0.8609722,-0.44338635,-0.6293274,-1.055583,-0.12067493,-1.684926,-0.22631042,-1.0922617,-0.93346965,0.25216725,-1.3995633,0
-2.8662498,0.97069514,1.0420766,-0.4887594,1.4512297,0.43685097,1.6924429,0.5446007,0.6906177,0.8941318,0.17510758,0.32071158,0.65742946,1.2409002,0.7078284,0.4290852,0.600535,0.63351005,0.19882046,0.12995113,0.44977757,-0.8039993,-0.4804348,-0.5105427,-0.5131932,-0.52992463,-0.5638509,-0.3496907,-0.43094295,-0.6581126,0
-0.8151073,1.5880042,-0.20926498,1.1576447,0.21529695,-0.4159653,0.7790557,-1.2595158,0.9781763,-0.19480042,1.4460716,0.59373355,0.40786815,0.5708115,-0.60233164,0.8525181,0.070927374,-0.22331567,-0.2776957,-0.07208566,0.43070346,-0.44827285,0.5970727,-0.0636117,-0.8947058,1.1499263,-0.90942913,-0.17150104,0.4493417,-0.6335935,0
0.71033216,0.29470673,0.22853313,-0.0076608327,0.10949389,1.6139395,1.9329746,0.8208756,0.2538677,-0.028780727,0.21010621,0.8063032,-0.17101704,-0.13544382,1.1514978,1.2052715,1.0043269,1.1830945,0.96245766,0.90912735,0.6103341,1.2189704,0.81404924,-0.15650348,-0.3546697,-0.3390866,-1.491721,-0.3292858,0.011181994,0.09332251,0
0.47263807,-0.21953215,0.22959374,0.8163684,-0.54227465,-0.9816849,0.049982455,-1.1988003,-1.1989343,-1.8598747,-1.2185329,0.29533234,-1.5561874,-0.6966078,-0.27451485,-0.8149627,-0.007892316,-0.98677886,-0.6009189,-0.55245715,-0.6540975,-1.3133409,-0.6747255,-0.90168965,-0.841887,-0.6361627,-0.78890395,-1.0849706,-0.6817439,-0.63220286,0
-0.89565474,0.60625005,-0.361144,0.17458561,0.08708204,0.48313326,1.2469401,0.09323405,-0.5919458,0.25500825,-0.2617564,-0.093079105,-0.73721635,0.5504404,0.29075447,0.1271725,0.9244189,0.0038666597,-0.74215496,-0.7805234,-1.4612042,-1.1895127,-0.5306182,-0.08653899,-0.4921737,-0.12670366,-0.050366003,-0.6566462,-0.54030335,-0.41919166,0
-0.11446899,-0.30780438,-0.07722003,-1.3725703,-0.3304138,-0.3615203,-1.1099505,0.13129878,-1.6537904,0.10184427,-0.27306145,1.3939195,-1.801635,0.3951592,-0.7147506,-1.6032357,0.4244391,-0.8631759,-0.6043745,-1.1966509,-0.66745555,-0.79711246,-0.91847444,-0.91667855,-0.2651384,-1.8204763,-0.41959372,-1.554551,-0.33158895,-1.3982453,0
0.8603301,-0.6767657,0.6290919,-2.044274,-0.022563374,-1.0752553,-0.3311862,-0.40580383,-0.54955876,-0.2926198,0.11632522,-0.9253266,-0.49183717,0.44156998,-0.28073248,0.12006299,0.07203175,-0.2764655,-0.19514017,-0.025482627,-0.7289097,-0.47607675,-0.055621136,-1.4106283,0.087260656,-0.9457543,-0.1382832,-0.5939094,0.1509038,-0.77985936,0
0.5240624,-0.14530659,0.40473965,-0.71779376,1.7846655,0.49969622,-0.67842203,-0.040784027,0.8313653,0.43462062,1.6358521,0.39932796,0.5327205,0.9598068,0.63644296,1.685082,2.8251224,-0.10372827,1.1771096,1.7730345,0.75552404,0.86735916,1.125542,0.76540947,-0.4304137,0.6546466,0.8284865,-0.025732849,0.85189235,0.30402166,0
-0.98917663,2.1063042,-0.15981697,0.791255,1.9630544,-0.74910164,-0.28434888,-0.5960779,-1.1421826,-0.15311475,-0.7556894,0.033771653,-0.23263678,-0.40072805,1.8140382,-1.2847474,0.88018554,1.0257759,-0.66273713,0.19450165,1.2898694,-1.4757711,0.4464589,-0.42564425,-0.7496261,-0.60823613,-0.6250085,-0.43884134,-0.46600795,-1.1612582,0
